record_id,redcap_survey_identifier,welcome_timestamp,subid,assignment_id,study_id,welcome_complete,consent_timestamp,consent_1,consent_complete,demographics_timestamp,gender,other_gender,age,country_born,other_country,years_in_us,years,occupation,race___1,race___2,race___3,race___4,race___5,race___6,race___7,demographics_complete,instructions_timestamp,understand_instructions,confidence,instructions_complete,game_timestamp,game_complete,participant_ratings_timestamp,mead_name,clr_accordion_2,exp_accordion_2,lrg_accordion_2,clr_apple_2,exp_apple_2,lrg_apple_2,clr_apple_4,exp_apple_4,lrg_apple_4,clr_asian_05,exp_asian_05,lrg_asian_05,clr_bacon_2,exp_bacon_2,lrg_bacon_2,clr_art_paintbrush_01,exp_art_paintbrush_01,lrg_art_paintbrush_01,clr_art_paintbrush_02,exp_art_paintbrush_02,lrg_art_paintbrush_02,clr_boombox_01,exp_boombox_01,lrg_boombox_01,clr_djembe_01,exp_djembe_01,lrg_djembe_01,clr_fountainpen_01,exp_fountainpen_01,lrg_fountainpen_01,clr_bagel_4,exp_bagel_4,lrg_bagel_4,clr_ball_05,exp_ball_05,lrg_ball_05,clr_goboard_01,exp_goboard_01,lrg_goboard_01,clr_banana_2,exp_banana_2,lrg_banana_2,clr_beads_3,exp_beads_3,lrg_beads_3,clr_beads_4,exp_beads_4,lrg_beads_4,clr_berries_4,exp_berries_4,lrg_berries_4,clr_berries_05,exp_berries_05,lrg_berries_05,clr_bike_04,exp_bike_04,lrg_bike_04,clr_bike_05,exp_bike_05,lrg_bike_05,clr_bike_06,exp_bike_06,lrg_bike_06,clr_binocular_02,exp_binocular_02,lrg_binocular_02,clr_bowling_03,exp_bowling_03,lrg_bowling_03,clr_guitar_02,exp_guitar_02,lrg_guitar_02,clr_burger_01,exp_burger_01,lrg_burger_01,clr_burger_4,exp_burger_4,lrg_burger_4,clr_cam_corder_3,exp_cam_corder_3,lrg_cam_corder_3,clr_camera_3,exp_camera_3,lrg_camera_3,clr_camera_4,exp_camera_4,lrg_camera_4,clr_candy_2,exp_candy_2,lrg_candy_2,clr_chess_4,exp_chess_4,lrg_chess_4,clr_chicken_3,exp_chicken_3,lrg_chicken_3,clr_chips_01,exp_chips_01,lrg_chips_01,clr_chips_02,exp_chips_02,lrg_chips_02,clr_chocolate_2,exp_chocolate_2,lrg_chocolate_2,clr_chocolate_cake_1,exp_chocolate_cake_1,lrg_chocolate_cake_1,clr_chocolate3,exp_chocolate3,lrg_chocolate3,clr_chocolate6,exp_chocolate6,lrg_chocolate6,clr_jenga_01,exp_jenga_01,lrg_jenga_01,clr_keyboard_01,exp_keyboard_01,lrg_keyboard_01,clr_cone_1,exp_cone_1,lrg_cone_1,clr_cookie1,exp_cookie1,lrg_cookie1,clr_cookie3,exp_cookie3,lrg_cookie3,clr_cube_2,exp_cube_2,lrg_cube_2,clr_cupcake,exp_cupcake,lrg_cupcake,clr_dice_4,exp_dice_4,lrg_dice_4,clr_domino_3,exp_domino_3,lrg_domino_3,clr_drums_2,exp_drums_2,lrg_drums_2,clr_paintcan_01,exp_paintcan_01,lrg_paintcan_01,clr_fitness_04,exp_fitness_04,lrg_fitness_04,clr_fitness_07,exp_fitness_07,lrg_fitness_07,clr_fitness_08,exp_fitness_08,lrg_fitness_08,clr_frisbee_4,exp_frisbee_4,lrg_frisbee_4,clr_frisbee_5,exp_frisbee_5,lrg_frisbee_5,clr_green_beans_1,exp_green_beans_1,lrg_green_beans_1,clr_greens_01,exp_greens_01,lrg_greens_01,clr_greens_06,exp_greens_06,lrg_greens_06,clr_greens_07,exp_greens_07,lrg_greens_07,clr_guitar_5,exp_guitar_5,lrg_guitar_5,clr_saxophone_01,exp_saxophone_01,lrg_saxophone_01,clr_headphones_1,exp_headphones_1,lrg_headphones_1,clr_headphones_4,exp_headphones_4,lrg_headphones_4,clr_helicopter_1,exp_helicopter_1,lrg_helicopter_1,clr_ice_skates_6,exp_ice_skates_6,lrg_ice_skates_6,clr_sharpie_01,exp_sharpie_01,lrg_sharpie_01,clr_beignets_01,exp_beignets_01,lrg_beignets_01,clr_mac_cheese_01,exp_mac_cheese_01,lrg_mac_cheese_01,clr_chilidog_01,exp_chilidog_01,lrg_chilidog_01,clr_cremepuff_01,exp_cremepuff_01,lrg_cremepuff_01,clr_meat_01,exp_meat_01,lrg_meat_01,clr_microscope_3,exp_microscope_3,lrg_microscope_3,clr_mikado_3,exp_mikado_3,lrg_mikado_3,clr_muffin2,exp_muffin2,lrg_muffin2,clr_friedchicken_01,exp_friedchicken_01,lrg_friedchicken_01,clr_fruitsalad_01,exp_fruitsalad_01,lrg_fruitsalad_01,clr_jackfruit_01,exp_jackfruit_01,lrg_jackfruit_01,clr_jellyroll_01,exp_jellyroll_01,lrg_jellyroll_01,clr_notebook_6,exp_notebook_6,lrg_notebook_6,clr_notebook_7,exp_notebook_7,lrg_notebook_7,clr_oil_1,exp_oil_1,lrg_oil_1,clr_oil_5,exp_oil_5,lrg_oil_5,clr_paper_3,exp_paper_3,lrg_paper_3,clr_parfait_2,exp_parfait_2,lrg_parfait_2,clr_pencil_2,exp_pencil_2,lrg_pencil_2,clr_piano_3,exp_piano_3,lrg_piano_3,clr_piano_4,exp_piano_4,lrg_piano_4,clr_pie3,exp_pie3,lrg_pie3,clr_pizza_03,exp_pizza_03,lrg_pizza_03,clr_pizza_05,exp_pizza_05,lrg_pizza_05,clr_pokerchips_3,exp_pokerchips_3,lrg_pokerchips_3,clr_pomegranate_01,exp_pomegranate_01,lrg_pomegranate_01,clr_quinoa_01,exp_quinoa_01,lrg_quinoa_01,clr_radio_3,exp_radio_3,lrg_radio_3,clr_record_4,exp_record_4,lrg_record_4,clr_ribbon_4,exp_ribbon_4,lrg_ribbon_4,clr_onionrings_01,exp_onionrings_01,lrg_onionrings_01,clr_roller_skates_01,exp_roller_skates_01,lrg_roller_skates_01,clr_roller_skates_02,exp_roller_skates_02,lrg_roller_skates_02,clr_pho_01,exp_pho_01,lrg_pho_01,clr_poboy_01,exp_poboy_01,lrg_poboy_01,clr_zucchini_01,exp_zucchini_01,lrg_zucchini_01,clr_salmon,exp_salmon,lrg_salmon,clr_sandwich_2,exp_sandwich_2,lrg_sandwich_2,clr_sandwich_3,exp_sandwich_3,lrg_sandwich_3,clr_sandwich_5,exp_sandwich_5,lrg_sandwich_5,clr_shrimp_02,exp_shrimp_02,lrg_shrimp_02,clr_skateboard_06,exp_skateboard_06,lrg_skateboard_06,clr_popcorn_01,exp_popcorn_01,lrg_popcorn_01,clr_poutine_01,exp_poutine_01,lrg_poutine_01,clr_snorkling_3,exp_snorkling_3,lrg_snorkling_3,clr_soup_03,exp_soup_03,lrg_soup_03,clr_samosas_01,exp_samosas_01,lrg_samosas_01,clr_starfruit_01,exp_starfruit_01,lrg_starfruit_01,clr_tempeh_01,exp_tempeh_01,lrg_tempeh_01,clr_tart1,exp_tart1,lrg_tart1,clr_violin_2,exp_violin_2,lrg_violin_2,clr_tofu_01,exp_tofu_01,lrg_tofu_01,clr_yulelog_01,exp_yulelog_01,lrg_yulelog_01,clr_wrap_02,exp_wrap_02,lrg_wrap_02,clr_yarn_5,exp_yarn_5,lrg_yarn_5,participant_ratings_complete,post_study_survey_timestamp,how_was_study,purpose_1,difficulties,post_study_survey_complete,payment_timestamp,payment_complete
11,,"2021-09-14 18:18:37",5e710a6e93f2d201e2715cc0,61411dd25b541e14a54769e9,6140d2bf320df68dc96327b1,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
12,,"2021-09-14 18:18:40",611d84aa571e4b3df927d008,61411fa20e443a745c449fe0,6140d2bf320df68dc96327b1,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
13,,"2021-09-14 18:20:11",60ea163b919cfeb8f686f5c9,61411fe24e7705e437b94b66,6140d2bf320df68dc96327b1,2,"2021-09-14 18:21:40",1,2,"2021-09-14 18:22:00",3,,23,1,,1,,Unemployed,0,0,0,0,1,0,0,2,"2021-09-14 18:23:25",1,100,2,,2,"2021-09-14 19:19:22",,5,9,8,4,1,2,5,1,1,6,4,4,4,2,2,3,2,1,4,4,2,3,8,6,4,7,4,3,3,1,2,1,1,3,3,3,2,4,3,3,1,2,10,2,2,10,2,1,7,2,1,6,1,1,1,6,6,5,8,7,6,8,7,2,8,1,2,3,3,3,8,3,1,2,2,4,2,2,2,5,2,1,7,3,1,6,2,5,1,1,3,5,1,6,3,3,2,1,2,4,1,2,1,3,1,2,2,2,1,1,1,1,2,1,1,2,3,2,5,5,4,3,3,1,2,1,3,2,1,7,2,1,6,2,1,2,2,1,2,2,1,3,8,8,5,3,4,1,9,9,1,8,9,2,10,10,5,2,2,6,2,2,2,2,1,2,2,1,5,2,2,5,3,3,3,7,5,4,7,5,6,6,3,4,5,3,2,2,2,1,4,4,1,2,1,2,3,2,2,2,3,2,1,2,7,3,3,5,4,3,1,4,4,6,1,2,1,1,2,1,2,2,9,2,3,4,3,5,4,2,2,10,3,3,10,2,3,4,4,4,3,4,3,7,3,3,8,2,3,10,2,1,1,8,9,1,10,10,1,3,3,4,2,3,2,3,3,4,2,1,6,3,2,4,3,3,2,6,4,1,5,4,6,2,2,1,1,2,3,6,4,5,5,4,5,3,3,5,2,3,3,1,2,7,3,3,5,2,3,4,2,2,2,3,2,8,3,3,6,5,6,3,1,3,2,2,3,2,5,4,4,2,3,5,4,2,4,3,2,5,4,4,7,3,4,2,8,5,5,3,4,7,3,4,5,2,3,8,1,2,2,"2021-09-14 19:20:28","I'm sure there were more identifiable patterns or implications of various elements in this study but my brain got tired ngl","Roughly? How we sort new/established information independently and when mixed","Not really, just a bit slow to load (probably me)",2,"2021-09-14 19:20:30",2
14,,"2021-09-14 18:20:25",610068e0cf2293e994184cf7,61412012ad61292ceb5c4c68,6140d2bf320df68dc96327b1,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
15,,"2021-09-14 18:20:54",61400952ef88b35ae8a3dbae,61411fc0b8fc848f48129a1b,6140d2bf320df68dc96327b1,2,"2021-09-14 18:21:17",1,2,"2021-09-14 18:24:16",2,,20,1,,1,,student,0,0,0,0,1,0,0,2,"2021-09-14 18:24:46",1,14,2,"2021-09-14 18:24:52",2,"2021-09-14 18:59:39",,9,9,9,9,1,3,8,1,4,7,6,6,3,1,5,4,4,5,1,8,7,1,9,10,7,6,9,1,9,4,3,2,5,8,4,3,3,5,6,7,1,2,9,3,4,7,3,1,9,1,1,9,1,1,1,8,8,4,7,7,4,8,8,2,7,3,2,1,2,1,5,5,7,1,2,6,1,2,1,4,3,1,6,4,1,4,3,7,1,2,2,4,1,7,3,3,4,1,1,5,1,1,4,1,1,2,2,1,1,1,1,1,2,1,3,2,2,1,6,5,7,1,4,5,1,2,4,1,2,8,1,1,5,1,1,1,1,1,1,1,2,5,6,8,9,3,5,1,9,9,1,9,9,1,9,10,5,10,8,8,2,2,6,1,2,5,2,2,6,1,2,7,2,2,5,6,6,1,4,4,6,4,4,7,3,4,5,3,3,3,4,2,1,1,1,3,1,1,6,2,2,5,2,2,8,3,1,7,3,2,2,2,2,6,2,1,5,1,1,5,2,1,8,2,2,6,1,2,6,1,1,8,2,3,9,2,3,8,4,4,7,5,4,7,1,2,8,2,2,9,1,2,1,8,8,1,9,9,6,1,1,6,2,2,6,2,2,7,9,1,7,1,2,8,2,2,6,3,3,1,5,4,7,2,2,7,1,1,2,4,3,8,4,4,6,2,2,7,2,2,3,1,3,5,2,2,7,2,2,7,2,2,6,2,2,9,3,2,8,5,4,6,2,3,6,2,2,6,1,2,6,2,2,8,2,1,7,1,1,7,1,1,8,1,3,3,6,3,7,2,2,7,2,2,7,1,1,7,1,1,2,"2021-09-14 19:00:01",nice,"color distinguishing",no,2,"2021-09-14 19:00:04",2
16,,"2021-09-14 18:21:00",610068e0cf2293e994184cf7,61412012ad61292ceb5c4c68,6140d2bf320df68dc96327b1,2,"2021-09-14 18:21:51",1,2,"2021-09-14 18:22:37",2,,20,1,,1,,"Clinic Assistant in Neurorehabilitation Center ",0,0,0,0,1,0,0,2,"2021-09-14 18:23:14",1,95,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
17,,"2021-09-14 18:21:08",610170b43418c37241084d4d,61412029b8fc848f48129a20,6140d2bf320df68dc96327b1,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
18,,"2021-09-14 18:21:51",60fe3799642da04fc85c5dbc,6141206e49f657b180fe2fa7,6140d2bf320df68dc96327b1,2,"2021-09-14 18:22:02",1,2,"2021-09-14 18:22:19",2,,18,1,,1,,"College Student",0,0,0,0,1,0,0,2,"2021-09-14 18:22:59",1,59,2,,2,"2021-09-14 19:33:47",,8,7,8,9,1,2,9,1,2,6,3,3,6,3,2,6,2,2,3,3,2,4,8,7,7,4,4,3,1,1,3,1,2,8,2,3,3,3,3,7,1,2,10,3,2,8,2,1,10,2,1,10,2,1,2,8,8,8,8,8,8,8,8,3,4,2,5,5,4,4,8,5,3,3,2,5,3,2,5,5,3,4,8,6,4,7,4,8,2,1,3,3,1,6,4,2,6,2,2,7,2,2,4,3,2,5,4,2,3,2,1,4,2,1,4,3,2,4,7,7,7,3,2,2,2,2,4,2,2,10,3,2,6,2,2,2,2,1,2,2,1,5,7,8,8,4,3,3,10,10,4,10,10,3,10,10,8,2,2,9,2,2,7,2,1,6,2,1,7,1,1,7,2,1,6,8,7,7,8,7,8,8,6,5,6,5,7,5,3,4,5,4,3,2,1,3,2,2,5,3,2,5,3,2,7,2,2,7,5,3,4,7,5,8,2,2,4,2,2,4,2,2,8,2,2,5,3,2,6,3,2,10,3,3,10,3,3,6,4,4,5,3,3,8,2,2,8,3,3,9,3,2,3,8,8,2,10,10,5,3,3,7,3,3,5,3,3,7,3,2,8,2,2,5,3,2,4,4,4,2,4,4,7,2,2,4,2,2,3,4,3,7,4,4,5,3,3,5,3,3,7,2,2,7,3,2,6,3,2,6,3,2,7,3,2,8,3,3,7,5,4,7,3,2,4,2,2,6,3,3,5,2,2,4,2,2,7,3,2,6,3,2,8,3,3,5,8,5,7,3,3,5,3,2,6,2,2,9,2,2,2,"2021-09-14 19:34:18",Interesting,"See how differently people see things","Not really",2,,0
19,,"2021-09-14 18:22:18",610841e68872e8bf089d0a6b,6141205354ffc81a64645056,6140d2bf320df68dc96327b1,2,"2021-09-14 18:22:34",1,2,"2021-09-14 18:22:55",2,,18,1,,1,,cashier,0,0,0,0,1,0,0,2,"2021-09-14 18:23:57",1,82,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
20,,"2021-09-14 18:26:00",6111b0772abddb93c39f3737,614121502093ade0e671d0a6,6140d2bf320df68dc96327b1,2,"2021-09-14 18:26:25",1,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
21,,"2021-09-14 18:32:02",61088642e39b8fe0056a7cb3,614122b79fe5e4f09860c7ee,6140d2bf320df68dc96327b1,2,"2021-09-14 18:32:32",1,2,"2021-09-14 18:33:07",2,,21,1,,1,,"Catering company worker",0,0,0,0,1,0,0,2,"2021-09-14 18:34:10",1,82,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
22,,"2021-09-14 18:33:21",6111b0772abddb93c39f3737,614121502093ade0e671d0a6,6140d2bf320df68dc96327b1,2,"2021-09-14 18:35:26",1,2,"2021-09-14 18:36:31",2,,19,1,,1,,student,0,0,0,0,1,0,0,2,"2021-09-14 18:37:10",1,75,2,"2021-09-14 19:42:22",2,"2021-09-14 19:42:12",,8,9,8,7,1,2,7,1,2,9,1,3,4,1,1,3,2,2,2,3,2,4,9,8,6,7,6,2,1,1,2,1,1,2,3,3,2,3,5,3,1,1,10,1,1,10,1,1,10,1,1,4,1,1,1,5,9,5,8,10,5,9,10,2,9,3,1,2,3,1,10,7,3,1,2,5,1,2,1,9,2,1,10,2,1,10,2,2,1,1,2,2,1,7,2,3,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,10,9,5,1,4,1,1,1,1,1,1,10,1,2,3,1,1,1,1,1,1,1,1,2,9,9,9,6,7,1,10,10,1,10,10,1,10,10,4,1,2,4,1,2,2,1,1,3,1,1,3,1,2,5,1,2,4,8,8,4,10,8,3,4,3,2,4,3,4,2,2,3,5,2,1,1,1,2,1,1,3,1,1,2,1,2,2,1,1,5,5,2,1,8,6,10,1,1,1,1,1,1,1,1,8,1,1,2,1,2,2,1,1,9,1,2,10,1,2,8,7,5,6,4,2,10,2,1,5,1,2,10,1,1,1,10,10,1,10,10,1,1,2,7,2,4,2,2,4,4,1,1,2,1,1,4,1,2,1,3,2,1,4,3,6,2,1,1,1,1,1,3,2,4,3,2,4,2,2,4,1,1,1,1,1,4,2,2,5,1,2,5,1,1,4,1,1,7,2,2,4,4,4,3,1,2,2,1,2,2,2,2,3,2,2,2,2,2,3,1,1,6,4,2,4,1,3,2,10,5,7,2,2,2,1,2,5,1,2,5,1,1,2,"2021-09-14 19:43:34","Very surprised with how simple the tasks were","With what we associate objects as",nope!,2,"2021-09-14 19:43:37",2
23,,"2021-09-14 18:34:39",60fcefe8618cbfe7ea808118,614123452253ed151564d3f9,6140d2bf320df68dc96327b1,2,"2021-09-14 18:34:45",1,2,"2021-09-14 18:35:04",2,,22,1,,1,,"Surgical assistant",0,0,0,0,1,0,0,2,"2021-09-14 18:35:21",1,80,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
24,,"2021-09-14 18:39:55",61077680055c4cbdddb24aae,61412495a47f736004225e38,6140d2bf320df68dc96327b1,2,"2021-09-14 18:40:50",1,2,"2021-09-14 18:41:13",2,,24,1,,1,,Dancer,0,0,0,1,1,0,0,2,"2021-09-14 18:41:57",1,100,2,,2,"2021-09-14 20:04:03",,6,7,7,1,1,2,1,1,3,4,5,4,2,3,2,1,3,1,1,5,2,2,8,7,5,8,7,2,2,1,2,1,2,3,3,3,2,7,6,2,1,3,10,2,2,9,2,1,8,4,1,2,3,2,1,8,8,2,8,8,4,8,8,2,6,3,2,3,3,1,8,6,2,2,3,4,2,3,2,4,3,1,9,4,2,9,3,4,1,1,2,6,1,6,3,4,2,1,1,2,1,2,2,3,1,2,3,2,1,3,1,1,3,1,1,3,5,2,8,7,8,2,2,1,2,2,3,2,1,10,1,2,2,3,2,1,1,1,1,1,2,3,8,8,10,3,4,1,9,9,1,9,9,1,9,9,6,2,2,5,2,2,1,2,1,2,3,3,4,2,1,4,2,3,1,8,5,2,8,6,6,8,3,5,7,3,3,4,3,1,6,4,2,3,1,1,3,2,3,4,3,2,4,3,5,4,3,5,5,4,2,9,6,10,1,2,1,2,2,1,4,3,9,4,3,3,3,3,3,3,3,9,3,4,10,3,4,9,6,5,7,6,5,9,3,3,7,4,3,10,3,1,1,10,10,1,10,10,2,3,3,5,4,4,3,3,4,7,2,1,4,3,2,4,4,4,3,7,5,1,6,5,8,1,2,1,2,1,2,5,2,4,5,3,6,3,3,6,2,4,3,1,2,6,4,4,6,4,4,6,4,3,5,4,3,8,4,3,6,8,5,3,2,3,2,3,3,3,4,2,2,4,3,3,2,3,3,2,2,4,4,4,5,4,4,2,8,3,5,3,4,4,3,3,5,3,4,6,4,3,2,"2021-09-14 20:05:03","it was pretty long (esp. the last part...) but easy to understand","to understand how people group/judge things on first impression",no,2,,0
25,,"2021-09-14 18:45:57",614108f77f02135189a295ec,61412609cbb41d9df36dcf6c,6140d2bf320df68dc96327b1,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
